electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,carbon_intensity,month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
0.21,0.21,0.5,0.21,7.8,71.0,0.0,0.0,0.11531475,1,5,4,0,,,,0.4845,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.3,66.0,0.0,0.0,0.12920313,1,6,4,0,,,,0.65898335,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.9,66.0,0.0,0.0,0.13307787,1,7,4,0,,,,0.8890167,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.9,68.0,46.0,215.0,0.13354206,1,8,4,0,,,,0.60826665,0.0,0.0,0.0,7.2
0.21,0.21,0.21,0.21,11.7,57.0,150.0,153.0,0.13313751,1,9,4,0,,,,0.40946665,0.0,0.0,0.0,15.570833
0.21,0.5,0.21,0.21,12.8,64.0,231.0,67.0,0.13484694,1,10,4,0,,,,0.67795,0.0,0.0,0.0,25.908333
0.21,0.5,0.21,0.21,15.6,75.0,295.0,209.0,0.14148444,1,11,4,0,,,,0.8612,0.0,0.0,0.0,28.766666
0.21,0.5,0.21,0.21,16.1,75.0,543.0,739.0,0.14161593,1,12,4,0,,,,1.16215,0.0,0.0,0.0,42.904167
0.21,0.5,0.21,0.21,17.2,65.0,525.0,591.0,0.14797679,1,13,4,0,,,,1.1573334,0.0,0.0,0.0,37.145832
0.21,0.5,0.21,0.21,17.8,65.0,474.0,640.0,0.15104711,1,14,4,0,,,,0.3828,0.0,0.0,0.0,3.7875
0.21,0.21,0.21,0.21,16.7,67.0,346.0,583.0,0.15806781,1,15,4,0,,,,1.1239834,0.0,0.0,0.0,2.8208334
0.5,0.21,0.21,0.5,16.1,70.0,212.0,523.0,0.15463835,1,16,4,0,,,,1.1325166,0.0,0.0,0.0,0.21666667
0.5,0.21,0.21,0.5,15.6,78.0,51.0,201.0,0.16744974,1,17,4,0,,,,1.5847833,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,14.4,81.0,0.0,0.0,0.16334033,1,18,4,0,,,,5.002383,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,14.4,84.0,0.0,0.0,0.15532124,1,19,4,0,,,,4.1457834,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.9,83.0,0.0,0.0,0.14548133,1,20,4,0,,,,3.27895,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.3,87.0,0.0,0.0,0.13070835,1,21,4,0,,,,3.0430834,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,12.2,90.0,0.0,0.0,0.11232303,1,22,4,0,,,,1.9419667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,12.2,90.0,0.0,0.0,0.10865479,1,23,4,0,,,,2.3517168,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,11.1,93.0,0.0,0.0,0.11161401,1,24,4,0,,,,0.78796667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,11.7,90.0,0.0,0.0,0.10920225,1,1,5,0,,,,0.6972333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,11.1,93.0,0.0,0.0,0.10723262,1,2,5,0,,,,0.38721666,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,10.0,93.0,0.0,0.0,0.10750421,1,3,5,0,,,,0.38775,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,9.4,96.0,0.0,0.0,0.10744254,1,4,5,0,,,,0.38706666,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,9.4,93.0,0.0,0.0,0.120967016,1,5,5,0,,,,0.38433334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,9.4,89.0,0.0,0.0,0.13832287,1,6,5,0,,,,0.7190167,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.3,93.0,0.0,0.0,0.14214149,1,7,5,0,,,,0.77245,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.9,89.0,39.0,61.0,0.1411621,1,8,5,0,,,,0.71275,0.0,0.0,0.0,78.183334
0.21,0.21,0.21,0.21,11.1,83.0,178.0,363.0,0.14476545,1,9,5,0,,,,1.0485333,0.0,0.0,0.0,140.42084
0.21,0.5,0.21,0.21,13.9,72.0,334.0,532.0,0.14214268,1,10,5,0,,,,0.35068333,0.0,0.0,0.0,182.47084
0.21,0.5,0.21,0.21,15.6,70.0,459.0,624.0,0.13988277,1,11,5,0,,,,0.98223335,0.0,0.0,0.0,371.78333
0.21,0.5,0.21,0.21,15.6,70.0,535.0,644.0,0.13648802,1,12,5,0,,,,0.29803333,0.0,0.0,0.0,280.0125
0.21,0.5,0.21,0.21,16.1,58.0,535.0,655.0,0.13642898,1,13,5,0,,,,0.97823334,0.0,0.0,0.0,271.34167
0.21,0.5,0.21,0.21,16.7,70.0,469.0,618.0,0.13970846,1,14,5,0,,,,0.30136666,0.0,0.0,0.0,76.4625
0.21,0.21,0.21,0.21,16.7,75.0,344.0,544.0,0.14170112,1,15,5,0,,,,1.2488166,0.0,0.0,0.0,115.166664
0.5,0.21,0.21,0.5,16.1,70.0,186.0,374.0,0.15199134,1,16,5,0,,,,1.3928,0.0,0.0,0.0,111.9875
0.5,0.21,0.21,0.5,15.0,75.0,43.0,73.0,0.16745493,1,17,5,0,,,,4.0947833,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.9,78.0,0.0,0.0,0.17209402,1,18,5,0,,,,2.8139334,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.3,93.0,0.0,0.0,0.16990237,1,19,5,0,,,,2.3115666,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.3,93.0,0.0,0.0,0.16595913,1,20,5,0,,,,2.9829,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.3,83.0,0.0,0.0,0.15663539,1,21,5,0,,,,2.1485667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,12.8,90.0,0.0,0.0,0.1474222,1,22,5,0,,,,0.98705,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,12.2,93.0,0.0,0.0,0.14609553,1,23,5,0,,,,0.8117,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,11.7,62.0,0.0,0.0,0.14750469,1,24,5,0,,,,0.6386333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,10.6,93.0,0.0,0.0,0.1471853,1,1,6,0,,,,1.0217,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,10.0,93.0,0.0,0.0,0.15007636,1,2,6,0,,,,0.99685,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,10.0,93.0,0.0,0.0,0.153232,1,3,6,0,,,,1.60015,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.9,96.0,0.0,0.0,0.1497389,1,4,6,0,,,,1.3597,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,9.4,93.0,0.0,0.0,0.15278183,1,5,6,0,,,,0.4281,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,10.0,86.0,0.0,0.0,0.14794193,1,6,6,0,,,,1.2626667,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,10.0,83.0,0.0,0.0,0.14906187,1,7,6,0,,,,1.2519,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,10.0,86.0,49.0,223.0,0.15431347,1,8,6,0,,,,0.40576667,0.0,0.0,0.0,43.070835
0.21,0.21,0.21,0.21,11.1,83.0,210.0,589.0,0.15640397,1,9,6,0,,,,0.48095,0.0,0.0,0.0,174.98334
0.21,0.5,0.21,0.21,13.9,75.0,375.0,741.0,0.16150409,1,10,6,0,,,,0.8323333,0.0,0.0,0.0,344.39584
0.21,0.5,0.21,0.21,16.1,60.0,501.0,814.0,0.16408922,1,11,6,0,,,,1.1008,0.0,0.0,0.0,447.60666
0.21,0.5,0.21,0.21,18.3,47.0,570.0,847.0,0.16402094,1,12,6,0,,,,0.98659164,0.0,0.0,0.0,448.50833
0.21,0.5,0.21,0.21,20.0,36.0,575.0,853.0,0.16353752,1,13,6,0,,,,0.80745,0.0,0.0,0.0,215.20833
0.21,0.5,0.21,0.21,20.6,38.0,510.0,822.0,0.16639102,1,14,6,0,,,,0.69093335,0.0,0.0,0.0,385.90417
0.21,0.21,0.21,0.21,19.4,61.0,382.0,742.0,0.17284977,1,15,6,0,,,,0.8655667,0.0,0.0,0.0,378.7375
0.5,0.21,0.21,0.5,17.8,70.0,219.0,597.0,0.17541865,1,16,6,0,,,,0.8560167,0.0,0.0,0.0,135.24583
0.5,0.21,0.21,0.5,16.1,78.0,55.0,255.0,0.18564677,1,17,6,0,,,,1.353,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.9,90.0,1.0,1.0,0.18018375,1,18,6,0,,,,3.86685,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.9,93.0,0.0,0.0,0.1760384,1,19,6,0,,,,2.3532667,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.9,93.0,0.0,0.0,0.170166,1,20,6,0,,,,1.8398,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.9,44.0,0.0,0.0,0.17022535,1,21,6,0,,,,0.67931664,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.3,44.0,0.0,0.0,0.15427545,1,22,6,0,,,,2.2309666,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,12.2,62.0,0.0,0.0,0.15072116,1,23,6,0,,,,1.5195333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,12.2,77.0,0.0,0.0,0.14447069,1,24,6,0,,,,2.7187417,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,11.7,53.0,0.0,0.0,0.13827969,1,1,7,0,,,,1.2178333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,10.0,57.0,0.0,0.0,0.13995625,1,2,7,0,,,,0.77135,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,9.4,58.0,0.0,0.0,0.14034563,1,3,7,0,,,,0.76418334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.9,61.0,0.0,0.0,0.14221478,1,4,7,0,,,,0.76283336,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,9.4,54.0,0.0,0.0,0.14805655,1,5,7,0,,,,0.9048833,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.3,61.0,0.0,0.0,0.14900568,1,6,7,0,,,,1.10925,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.3,61.0,0.0,0.0,0.14245583,1,7,7,0,,,,0.6967,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,9.4,59.0,55.0,316.0,0.14216802,1,8,7,0,,,,0.7879,0.0,0.0,0.0,38.983334
0.21,0.21,0.21,0.21,12.2,53.0,196.0,548.0,0.1458142,1,9,7,0,,,,0.9898667,0.0,0.0,0.0,160.4625
0.21,0.5,0.21,0.21,15.6,43.0,392.0,817.0,0.15025996,1,10,7,0,,,,1.0661167,0.0,0.0,0.0,299.81668
0.21,0.5,0.21,0.21,17.8,35.0,510.0,863.0,0.151168,1,11,7,0,,,,0.57923335,0.0,0.0,0.0,312.49582
0.21,0.5,0.21,0.21,19.4,31.0,587.0,904.0,0.1452942,1,12,7,0,,,,0.7373,0.0,0.0,0.0,347.575
0.21,0.5,0.21,0.21,21.1,38.0,531.0,808.0,0.14460199,1,13,7,0,,,,0.74205,0.0,0.0,0.0,343.28333
0.21,0.5,0.21,0.21,20.6,44.0,502.0,835.0,0.14783072,1,14,7,0,,,,0.77055,0.0,0.0,0.0,360.05
0.21,0.21,0.21,0.21,19.4,47.0,375.0,719.0,0.15717345,1,15,7,0,,,,1.2550666,0.0,0.0,0.0,97.25833
0.5,0.21,0.21,0.5,18.3,52.0,208.0,566.0,0.1666065,1,16,7,0,,,,1.1415833,0.0,0.0,0.0,13.495833
0.5,0.21,0.21,0.5,17.2,60.0,59.0,178.0,0.17265226,1,17,7,0,,,,0.80506665,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.9,90.0,3.0,2.0,0.17473222,1,18,7,0,,,,0.9317833,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.9,87.0,0.0,0.0,0.17368622,1,19,7,0,,,,3.6207,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,13.9,83.0,0.0,0.0,0.17518984,1,20,7,0,,,,2.4658666,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.9,87.0,0.0,0.0,0.171795,1,21,7,0,,,,1.89535,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.3,93.0,0.0,0.0,0.15361536,1,22,7,0,,,,1.9501667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,12.8,86.0,0.0,0.0,0.14331098,1,23,7,0,,,,1.1202333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,12.2,55.0,0.0,0.0,0.14377536,1,24,7,0,,,,0.63346666,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,10.6,71.0,0.0,0.0,0.14370926,1,1,1,0,,,,0.49913332,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,10.6,64.0,0.0,0.0,0.14364778,1,2,1,0,,,,0.52898335,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,10.6,59.0,0.0,0.0,0.14402416,1,3,1,0,,,,0.75275,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,10.0,57.0,0.0,0.0,0.14689003,1,4,1,0,,,,0.7730167,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,7.8,71.0,0.0,0.0,0.15352717,1,5,1,0,,,,0.71818334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,7.8,71.0,0.0,0.0,0.15927848,1,6,1,0,,,,0.38655,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,7.8,66.0,0.0,0.0,0.15319355,1,7,1,0,,,,0.28615,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,8.9,66.0,50.0,227.0,0.15424986,1,8,1,0,,,,0.61575,0.0,0.0,0.0,53.7375
0.21,0.21,0.21,0.21,12.8,53.0,213.0,599.0,0.15480867,1,9,1,0,,,,0.7809167,0.0,0.0,0.0,163.36667
0.21,0.5,0.21,0.21,16.7,43.0,380.0,750.0,0.1623964,1,10,1,0,,,,0.76318336,0.0,0.0,0.0,319.4625
0.21,0.5,0.21,0.21,19.4,32.0,508.0,824.0,0.1629202,1,11,1,0,,,,0.583,0.0,0.0,0.0,435.42917
0.21,0.5,0.21,0.21,21.1,28.0,582.0,863.0,0.1566863,1,12,1,0,,,,0.33358333,0.0,0.0,0.0,498.07916
0.21,0.5,0.21,0.21,23.3,24.0,585.0,864.0,0.15316711,1,13,1,0,,,,0.33433333,0.0,0.0,0.0,511.39166
0.21,0.5,0.21,0.21,22.2,38.0,475.0,723.0,0.1519644,1,14,1,0,,,,0.32126668,0.0,0.0,0.0,467.12082
0.21,0.21,0.21,0.21,20.6,39.0,372.0,708.0,0.16243324,1,15,1,0,,,,0.33041668,0.0,0.0,0.0,361.49167
0.5,0.21,0.21,0.5,19.4,44.0,226.0,610.0,0.17184499,1,16,1,0,,,,0.47463334,0.0,0.0,0.0,135.85834
0.5,0.21,0.21,0.5,17.2,48.0,61.0,281.0,0.17983083,1,17,1,0,,,,0.53963333,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,15.0,70.0,2.0,2.0,0.18631497,1,18,1,0,,,,1.4308333,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,14.4,84.0,0.0,0.0,0.17816849,1,19,1,0,,,,1.3579167,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,14.4,81.0,0.0,0.0,0.17581359,1,20,1,0,,,,1.9636166,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,14.4,65.0,0.0,0.0,0.16352017,1,21,1,0,,,,2.1446333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,12.2,69.0,0.0,0.0,0.14476071,1,22,1,0,,,,1.5092334,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.3,53.0,0.0,0.0,0.14170343,1,23,1,0,,,,0.9735,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.0,41.0,0.0,0.0,0.14220577,1,24,1,0,,,,1.6811,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,11.7,53.0,0.0,0.0,0.14474724,1,1,2,0,,,,0.7796,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,9.4,61.0,0.0,0.0,0.14309613,1,2,2,0,,,,0.71345,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,10.6,48.0,0.0,0.0,0.14560808,1,3,2,0,,,,0.7654167,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,11.7,38.0,0.0,0.0,0.14739688,1,4,2,0,,,,0.576,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,33.0,0.0,0.0,0.15571287,1,5,2,0,,,,0.95121664,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,11.7,38.0,0.0,0.0,0.17046425,1,6,2,0,,,,1.3536333,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,12.8,33.0,0.0,0.0,0.17789063,1,7,2,0,,,,1.1033,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,12.8,40.0,40.0,49.0,0.17748043,1,8,2,0,,,,0.76955,0.0,0.0,0.0,34.8625
0.21,0.21,0.21,0.21,18.3,28.0,179.0,333.0,0.1731585,1,9,2,0,,,,0.26506665,0.0,0.0,0.0,167.6375
0.21,0.5,0.21,0.21,21.1,28.0,341.0,513.0,0.17241256,1,10,2,0,,,,0.2306,0.0,0.0,0.0,326.31668
0.21,0.5,0.21,0.21,23.9,23.0,469.0,607.0,0.17310849,1,11,2,0,,,,0.2421,0.0,0.0,0.0,442.525
0.21,0.5,0.21,0.21,25.0,18.0,541.0,651.0,0.16656542,1,12,2,0,,,,0.9151833,0.0,0.0,0.0,507.24167
0.21,0.5,0.21,0.21,26.1,16.0,546.0,655.0,0.16658847,1,13,2,0,,,,0.20325,0.0,0.0,0.0,511.35416
0.21,0.5,0.21,0.21,27.2,17.0,481.0,617.0,0.16575126,1,14,2,0,,,,0.19245,0.0,0.0,0.0,455.59167
0.21,0.21,0.21,0.21,26.7,21.0,355.0,526.0,0.16902971,1,15,2,0,,,,0.19848333,0.0,0.0,0.0,348.1
0.5,0.21,0.21,0.5,23.9,31.0,194.0,353.0,0.17623922,1,16,2,0,,,,1.5894667,0.0,0.0,0.0,87.26667
0.5,0.21,0.21,0.5,22.2,25.0,42.0,61.0,0.1758682,1,17,2,0,,,,2.9878166,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,21.7,27.0,0.0,0.0,0.17664908,1,18,2,0,,,,2.0933833,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,21.1,18.0,0.0,0.0,0.17452192,1,19,2,0,,,,1.1246333,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,21.1,18.0,0.0,0.0,0.17517929,1,20,2,0,,,,2.5315,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,20.6,19.0,0.0,0.0,0.16346034,1,21,2,0,,,,2.0426,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,24.0,0.0,0.0,0.13531102,1,22,2,0,,,,1.9151833,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.0,44.0,0.0,0.0,0.12682523,1,23,2,0,,,,1.4546334,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.7,50.0,0.0,0.0,0.13684817,1,24,2,0,,,,0.244675,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.0,38.0,0.0,0.0,0.13699517,1,1,3,0,,,,0.2289,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.9,46.0,0.0,0.0,0.1353502,1,2,3,0,,,,0.22743334,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.3,45.0,0.0,0.0,0.13670574,1,3,3,0,,,,0.22813334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,12.8,49.0,0.0,0.0,0.1373006,1,4,3,0,,,,0.22788334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,44.0,0.0,0.0,0.14445648,1,5,3,0,,,,0.2259,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,40.0,0.0,0.0,0.1502552,1,6,3,0,,,,0.77508336,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,40.0,0.0,0.0,0.15884295,1,7,3,0,,,,0.68955,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,16.1,35.0,48.0,29.0,0.16195875,1,8,3,0,,,,0.42995,0.0,0.0,0.0,40.075
0.21,0.21,0.21,0.21,17.8,38.0,181.0,295.0,0.16134654,1,9,3,0,,,,1.0107833,0.0,0.0,0.0,167.26666
0.21,0.5,0.21,0.21,20.0,39.0,237.0,206.0,0.15975322,1,10,3,0,,,,0.24405,0.0,0.0,0.0,318.31668
0.21,0.5,0.21,0.21,22.8,29.0,224.0,2.0,0.16262682,1,11,3,0,,,,0.25566667,0.0,0.0,0.0,429.39166
0.21,0.5,0.21,0.21,25.0,30.0,210.0,10.0,0.16731533,1,12,3,0,,,,0.25095,0.0,0.0,0.0,405.66666
0.21,0.5,0.21,0.21,26.1,27.0,236.0,1.0,0.16829331,1,13,3,0,,,,0.24988334,0.0,0.0,0.0,401.4125
0.21,0.5,0.21,0.21,24.4,33.0,213.0,5.0,0.16383244,1,14,3,0,,,,0.24175,0.0,0.0,0.0,187.72084
0.21,0.21,0.21,0.21,24.4,30.0,190.0,6.0,0.1654046,1,15,3,0,,,,0.30591667,0.0,0.0,0.0,87.05417
0.5,0.21,0.21,0.5,21.7,48.0,105.0,6.0,0.16966294,1,16,3,0,,,,3.3475332,0.0,0.0,0.0,26.741667
0.5,0.21,0.21,0.5,19.4,45.0,39.0,2.0,0.18237877,1,17,3,0,,,,2.5634665,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.2,56.0,2.0,0.0,0.18128736,1,18,3,0,,,,1.7506,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.2,56.0,0.0,0.0,0.17911464,1,19,3,0,,,,1.43,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.2,52.0,0.0,0.0,0.17415048,1,20,3,0,,,,1.9496,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,54.0,0.0,0.0,0.16973886,1,21,3,0,,,,1.0231667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,48.0,0.0,0.0,0.14117159,1,22,3,0,,,,1.8822167,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,48.0,0.0,0.0,0.13078944,1,23,3,0,,,,1.9550333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,14.4,81.0,0.0,0.0,0.13556892,1,24,3,0,,,,0.571775,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.6,52.0,0.0,0.0,0.12680231,1,1,4,0,,,,0.23165,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.6,52.0,0.0,0.0,0.12514536,1,2,4,0,,,,0.23095,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.0,51.0,0.0,0.0,0.12178907,1,3,4,0,,,,0.23011667,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,62.0,0.0,0.0,0.12550905,1,4,4,0,,,,0.22883333,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,57.0,0.0,0.0,0.1395419,1,5,4,0,,,,0.22848333,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,57.0,0.0,0.0,0.16211107,1,6,4,0,,,,0.54508334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,55.0,0.0,0.0,0.1693229,1,7,4,0,,,,1.4992,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,15.0,50.0,37.0,0.0,0.17554283,1,8,4,0,,,,0.8864833,0.0,0.0,0.0,39.370834
0.21,0.21,0.21,0.21,16.1,48.0,115.0,0.0,0.16731502,1,9,4,0,,,,0.6940333,0.0,0.0,0.0,36.729168
0.21,0.5,0.21,0.21,16.7,54.0,183.0,1.0,0.16974755,1,10,4,0,,,,1.1144667,0.0,0.0,0.0,93.416664
0.21,0.5,0.21,0.21,18.3,50.0,262.0,2.0,0.16703619,1,11,4,0,,,,0.7967,0.0,0.0,0.0,449.65833
0.21,0.5,0.21,0.21,21.1,42.0,409.0,204.0,0.16485192,1,12,4,0,,,,0.61866665,0.0,0.0,0.0,430.85834
0.21,0.5,0.21,0.21,22.2,38.0,264.0,87.0,0.1665053,1,13,4,0,,,,0.90855,0.0,0.0,0.0,253.24167
0.21,0.5,0.21,0.21,23.3,34.0,366.0,283.0,0.16837686,1,14,4,0,,,,0.20968333,0.0,0.0,0.0,34.695835
0.21,0.21,0.21,0.21,21.7,61.0,259.0,110.0,0.16806795,1,15,4,0,,,,1.1087667,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,18.9,70.0,177.0,175.0,0.16840278,1,16,4,0,,,,0.6456,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.2,68.0,64.0,20.0,0.17741835,1,17,4,0,,,,1.7964833,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,16.7,70.0,1.0,0.0,0.17868432,1,18,4,0,,,,1.7886,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,16.7,75.0,0.0,0.0,0.1783144,1,19,4,0,,,,1.2303667,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,16.1,78.0,0.0,0.0,0.17153373,1,20,4,0,,,,1.2518667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.1,81.0,0.0,0.0,0.16379851,1,21,4,0,,,,2.0208166,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.1,81.0,0.0,0.0,0.14023948,1,22,4,0,,,,1.0979333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.6,75.0,0.0,0.0,0.13653432,1,23,4,0,,,,1.7193834,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,14.4,93.0,0.0,0.0,0.13068587,1,24,4,0,,,,1.7220167,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,14.4,84.0,0.0,0.0,0.12847914,1,1,5,0,,,,0.85373336,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.9,87.0,0.0,0.0,0.12753399,1,2,5,0,,,,1.1364833,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.9,87.0,0.0,0.0,0.1264067,1,3,5,0,,,,1.266,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.9,83.0,0.0,0.0,0.1294763,1,4,5,0,,,,1.278525,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.9,72.0,0.0,0.0,0.14028569,1,5,5,0,,,,1.3115833,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.9,75.0,0.0,0.0,0.15639827,1,6,5,0,,,,1.8007166,0.0,0.0,0.0,0.0
